#bin	chrom	chromStart	chromEnd	name	length	cpgNum	gcNum	perCpg	perGc	obsExp
1700	chr4	146206650	146207488	CpG: 101	838	101	561	24.1	66.9	1.08
1700	chr4	146230587	146231025	CpG: 41	438	41	298	18.7	68	0.81
1701	chr4	146315836	146316755	CpG: 104	919	104	640	22.6	69.6	0.93
1702	chr4	146460978	146461243	CpG: 22	265	22	159	16.6	60	0.93
1702	chr4	146475777	146476569	CpG: 94	792	94	522	23.7	65.9	1.1
1702	chr4	146498927	146499355	CpG: 40	428	40	303	18.7	70.8	0.75
1703	chr4	146561384	146562062	CpG: 72	678	72	475	21.2	70.1	0.87
1703	chr4	146649246	146650225	CpG: 109	979	109	661	22.3	67.5	0.98
1704	chr4	146781014	146781657	CpG: 77	643	77	440	24	68.4	1.03
1705	chr4	146817148	146817570	CpG: 47	422	47	318	22.3	75.4	0.79
1707	chr4	147112575	147113263	CpG: 86	688	86	492	25	71.5	0.98
1708	chr4	147242476	147242777	CpG: 25	301	25	193	16.6	64.1	0.81
1708	chr4	147278574	147279097	CpG: 50	523	50	361	19.1	69	0.81
1708	chr4	147310573	147310919	CpG: 38	346	38	248	22	71.7	0.87
1708	chr4	147314889	147315784	CpG: 99	895	99	635	22.1	70.9	0.88
1709	chr4	147412473	147413350	CpG: 73	877	73	580	16.6	66.1	0.77
1709	chr4	147442408	147442631	CpG: 18	223	18	153	16.1	68.6	0.69
1710	chr4	147461836	147462213	CpG: 38	377	38	251	20.2	66.6	0.92
1710	chr4	147504671	147505403	CpG: 83	732	83	542	22.7	74	0.86
1710	chr4	147514184	147514920	CpG: 58	736	58	458	15.8	62.2	0.82
1710	chr4	147525695	147526093	CpG: 51	398	51	298	25.6	74.9	0.94
1710	chr4	147533744	147534900	CpG: 76	1156	76	744	13.1	64.4	0.66
1710	chr4	147538301	147538627	CpG: 23	326	23	219	14.1	67.2	0.63
1711	chr4	147645551	147646239	CpG: 61	688	61	420	17.7	61	0.96
1711	chr4	147661564	147662366	CpG: 70	802	70	522	17.5	65.1	0.83
1712	chr4	147818417	147818939	CpG: 43	522	43	346	16.5	66.3	0.75
1712	chr4	147822306	147822977	CpG: 58	671	58	431	17.3	64.2	0.84
1713	chr4	147932502	147933002	CpG: 60	500	60	346	24	69.2	1
1713	chr4	147965283	147966169	CpG: 79	886	79	574	17.8	64.8	0.86
1714	chr4	148000382	148001265	CpG: 87	883	87	579	19.7	65.6	0.92
1714	chr4	148098488	148098694	CpG: 31	206	31	158	30.1	76.7	1.04
1715	chr4	148116846	148117096	CpG: 36	250	36	181	28.8	72.4	1.14
1715	chr4	148178265	148181221	CpG: 195	2956	195	1777	13.2	60.1	0.75
1716	chr4	148265087	148265611	CpG: 44	524	44	357	16.8	68.1	0.72
1716	chr4	148274433	148275874	CpG: 161	1441	161	912	22.3	63.3	1.12
1716	chr4	148312758	148313014	CpG: 22	256	22	176	17.2	68.8	0.75
1716	chr4	148325769	148326820	CpG: 90	1051	90	636	17.1	60.5	0.94
1717	chr4	148473625	148474038	CpG: 42	413	42	288	20.3	69.7	0.84
1717	chr4	148478171	148478525	CpG: 29	354	29	226	16.4	63.8	0.81
1718	chr4	148511392	148511823	CpG: 48	431	48	294	22.3	68.2	0.98
1718	chr4	148540364	148541088	CpG: 65	724	65	482	18	66.6	0.81
1719	chr4	148681201	148682335	CpG: 141	1134	141	814	24.9	71.8	0.97
1720	chr4	148800171	148800972	CpG: 73	801	73	557	18.2	69.5	0.76
1720	chr4	148819361	148819718	CpG: 27	357	27	223	15.1	62.5	0.79
1720	chr4	148831397	148831669	CpG: 25	272	25	173	18.4	63.6	0.91
1720	chr4	148859157	148859690	CpG: 51	533	51	364	19.1	68.3	0.82
1720	chr4	148892283	148892694	CpG: 48	411	48	250	23.4	60.8	1.29
1721	chr4	148960321	148961655	CpG: 132	1334	132	810	19.8	60.7	1.12
1722	chr4	149029490	149029725	CpG: 17	235	17	154	14.5	65.5	0.71
1722	chr4	149072525	149072764	CpG: 20	239	20	160	16.7	66.9	0.75
1722	chr4	149111775	149112349	CpG: 72	574	72	390	25.1	67.9	1.09
1722	chr4	149147589	149148513	CpG: 115	924	115	670	24.9	72.5	0.95
1724	chr4	149328260	149329194	CpG: 85	934	85	623	18.2	66.7	0.82
1724	chr4	149382688	149383236	CpG: 73	548	73	408	26.6	74.5	0.98
1725	chr4	149422722	149423191	CpG: 42	469	42	307	17.9	65.5	0.84
1725	chr4	149461259	149462213	CpG: 79	954	79	637	16.6	66.8	0.76
1725	chr4	149475595	149475869	CpG: 22	274	22	173	16.1	63.1	0.81
1726	chr4	149610752	149611581	CpG: 76	829	76	572	18.3	69	0.77
1726	chr4	149655229	149655828	CpG: 58	599	58	370	19.4	61.8	1.03
1727	chr4	149745884	149746365	CpG: 44	481	44	312	18.3	64.9	0.87
1728	chr4	149943358	149944133	CpG: 56	775	56	434	14.5	56	0.93
1729	chr4	150026083	150026299	CpG: 19	216	19	131	17.6	60.6	0.96
1731	chr4	150228972	150229791	CpG: 104	819	104	548	25.4	66.9	1.14
1731	chr4	150283655	150284184	CpG: 53	529	53	373	20	70.5	0.83
1731	chr4	150288357	150288842	CpG: 53	485	53	323	21.9	66.6	0.99
1732	chr4	150418418	150419168	CpG: 83	750	83	523	22.1	69.7	0.91
1732	chr4	150431552	150432322	CpG: 111	770	111	570	28.8	74	1.05
1733	chr4	150481732	150483011	CpG: 149	1279	149	822	23.3	64.3	1.17
1733	chr4	150502801	150503672	CpG: 70	871	70	551	16.1	63.3	0.8
1735	chr4	150859943	150860176	CpG: 20	233	20	129	17.2	55.4	1.13
1738	chr4	151235139	151236982	CpG: 182	1843	182	1150	19.8	62.4	1.02
1739	chr4	151307688	151308675	CpG: 105	987	105	684	21.3	69.3	0.89
1739	chr4	151362704	151363157	CpG: 41	453	41	303	18.1	66.9	0.81
1739	chr4	151368765	151371119	CpG: 267	2354	267	1610	22.7	68.4	0.98
1739	chr4	151382731	151384071	CpG: 151	1340	151	911	22.5	68	0.98
1740	chr4	151401465	151401943	CpG: 51	478	51	331	21.3	69.2	0.9
1740	chr4	151406451	151406770	CpG: 25	319	25	202	15.7	63.3	0.78
1740	chr4	151413344	151414134	CpG: 92	790	92	531	23.3	67.2	1.03
1740	chr4	151460582	151461261	CpG: 67	679	67	420	19.7	61.9	1.03
1740	chr4	151489960	151490387	CpG: 32	427	32	289	15	67.7	0.66
1740	chr4	151493637	151493945	CpG: 27	308	27	206	17.5	66.9	0.79
1740	chr4	151499202	151500754	CpG: 116	1552	116	982	14.9	63.3	0.75
1740	chr4	151504790	151506412	CpG: 134	1622	134	1095	16.5	67.5	0.73
1740	chr4	151512550	151512989	CpG: 39	439	39	295	17.8	67.2	0.79
1741	chr4	151526081	151526603	CpG: 55	522	55	384	21.1	73.6	0.78
1741	chr4	151527860	151528152	CpG: 22	292	22	172	15.1	58.9	0.88
1741	chr4	151532727	151532949	CpG: 18	222	18	155	16.2	69.8	0.67
1741	chr4	151533803	151534616	CpG: 61	813	61	509	15	62.6	0.77
1741	chr4	151551705	151552920	CpG: 132	1215	132	844	21.7	69.5	0.91
1741	chr4	151647980	151648627	CpG: 62	647	62	409	19.2	63.2	0.98
1742	chr4	151654021	151654277	CpG: 22	256	22	171	17.2	66.8	0.77
1742	chr4	151656968	151657729	CpG: 100	761	100	562	26.3	73.9	0.97
1742	chr4	151660333	151661328	CpG: 68	995	68	642	13.7	64.5	0.67
1742	chr4	151664354	151664839	CpG: 49	485	49	338	20.2	69.7	0.83
1742	chr4	151671052	151671693	CpG: 90	641	90	468	28.1	73	1.06
1742	chr4	151687165	151687515	CpG: 34	350	34	238	19.4	68	0.84
1742	chr4	151689871	151690210	CpG: 32	339	32	214	18.9	63.1	0.95
1742	chr4	151699773	151700383	CpG: 61	610	61	421	20	69	0.85
1742	chr4	151712453	151713223	CpG: 74	770	74	489	19.2	63.5	0.96
1742	chr4	151737339	151737561	CpG: 17	222	17	124	15.3	55.9	0.98
1743	chr4	151851448	151852443	CpG: 85	995	85	644	17.1	64.7	0.82
1750	chr4	152748033	152748256	CpG: 16	223	16	132	14.3	59.2	0.82
1750	chr4	152806692	152806949	CpG: 20	257	20	172	15.6	66.9	0.71
1751	chr4	152855734	152857546	CpG: 166	1812	166	1105	18.3	61	0.98
1754	chr4	153331011	153331694	CpG: 80	683	80	501	23.4	73.4	0.87
1754	chr4	153348692	153349731	CpG: 96	1039	96	685	18.5	65.9	0.85
1755	chr4	153385793	153386625	CpG: 104	832	104	617	25	74.2	0.91
1755	chr4	153455378	153455635	CpG: 24	257	24	176	18.7	68.5	0.83
1756	chr4	153513791	153514714	CpG: 94	923	94	660	20.4	71.5	0.8
1756	chr4	153515582	153515838	CpG: 20	256	20	153	15.6	59.8	0.87
1756	chr4	153516344	153516665	CpG: 32	321	32	213	19.9	66.4	0.91
1756	chr4	153534439	153535203	CpG: 87	764	87	492	22.8	64.4	1.1
1756	chr4	153544864	153545307	CpG: 51	443	51	308	23	69.5	0.95
1757	chr4	153673811	153674345	CpG: 60	534	60	393	22.5	73.6	0.83
1757	chr4	153715668	153715931	CpG: 19	263	19	173	14.4	65.8	0.71
1761	chr4	154176244	154176721	CpG: 35	477	35	267	14.7	56	0.96
1761	chr4	154229759	154230573	CpG: 115	814	115	607	28.3	74.6	1.02
1762	chr4	154334726	154335811	CpG: 102	1085	102	705	18.8	65	0.9
1762	chr4	154338115	154338895	CpG: 86	780	86	531	22.1	68.1	0.96
1762	chr4	154357945	154358147	CpG: 19	202	19	140	18.8	69.3	0.78
1763	chr4	154416893	154417598	CpG: 84	705	84	512	23.8	72.6	0.91
1763	chr4	154441016	154441311	CpG: 38	295	38	210	25.8	71.2	1.02
1763	chr4	154460124	154460883	CpG: 81	759	81	513	21.3	67.6	0.94
1763	chr4	154524615	154525212	CpG: 66	597	66	426	22.1	71.4	0.87
1764	chr4	154595647	154597369	CpG: 138	1722	138	890	16	51.7	1.2
1764	chr4	154623902	154624395	CpG: 52	493	52	345	21.1	70	0.87
1765	chr4	154735086	154736196	CpG: 109	1110	109	731	19.6	65.9	0.9
1765	chr4	154771759	154772354	CpG: 52	595	52	389	17.5	65.4	0.82
1765	chr4	154783210	154783448	CpG: 21	238	21	157	17.6	66	0.83
1766	chr4	154865144	154866631	CpG: 142	1487	142	940	19.1	63.2	0.97
1767	chr4	154937836	154938402	CpG: 63	566	63	400	22.3	70.7	0.9
1767	chr4	154975363	154976352	CpG: 88	989	88	673	17.8	68	0.77
1767	chr4	154998633	154999258	CpG: 76	625	76	416	24.3	66.6	1.1
1767	chr4	155027066	155027573	CpG: 48	507	48	341	18.9	67.3	0.84
1767	chr4	155028836	155029068	CpG: 24	232	24	156	20.7	67.2	0.93
1767	chr4	155042902	155043615	CpG: 66	713	66	471	18.5	66.1	0.85
1768	chr4	155068237	155069297	CpG: 119	1060	119	697	22.5	65.8	1.04
1768	chr4	155079070	155079883	CpG: 84	813	84	519	20.7	63.8	1.02
1768	chr4	155108936	155109704	CpG: 62	768	62	437	16.1	56.9	1.01
1768	chr4	155113831	155114177	CpG: 28	346	28	240	16.2	69.4	0.67
1768	chr4	155134880	155135321	CpG: 59	441	59	313	26.8	71	1.07
1768	chr4	155144211	155144900	CpG: 61	689	61	461	17.7	66.9	0.79
1768	chr4	155148376	155148824	CpG: 37	448	37	289	16.5	64.5	0.8
1768	chr4	155158306	155158627	CpG: 44	321	44	230	27.4	71.7	1.08
1768	chr4	155177505	155178061	CpG: 55	556	55	357	19.8	64.2	0.96
1768	chr4	155186265	155187145	CpG: 93	880	93	562	21.1	63.9	1.04
1769	chr4	155205400	155206245	CpG: 75	845	75	524	17.8	62	0.94
1769	chr4	155215133	155216083	CpG: 69	950	69	538	14.5	56.6	0.91
1769	chr4	155221497	155222153	CpG: 71	656	71	390	21.6	59.5	1.23
1769	chr4	155243395	155244162	CpG: 68	767	68	484	17.7	63.1	0.89
1769	chr4	155265151	155266785	CpG: 172	1634	172	1075	21.1	65.8	0.97
1769	chr4	155317884	155318586	CpG: 89	702	89	486	25.4	69.2	1.08
1770	chr4	155336494	155336821	CpG: 25	327	25	224	15.3	68.5	0.65
1770	chr4	155365931	155367626	CpG: 215	1695	215	1171	25.4	69.1	1.06
1770	chr4	155408916	155409306	CpG: 30	390	30	251	15.4	64.4	0.75
1771	chr4	155451859	155452312	CpG: 43	453	43	319	19	70.4	0.77
1771	chr4	155483940	155484493	CpG: 53	553	53	366	19.2	66.2	0.92
1771	chr4	155570788	155572164	CpG: 145	1376	145	941	21.1	68.4	0.9
1771	chr4	155577170	155577953	CpG: 72	783	72	489	18.4	62.5	0.94
1772	chr4	155588407	155588684	CpG: 20	277	20	169	14.4	61	0.79
1772	chr4	155608737	155609100	CpG: 50	363	50	273	27.5	75.2	1
1772	chr4	155609946	155610697	CpG: 80	751	80	480	21.3	63.9	1.14
81	chr5	8912765	8913010	CpG: 22	245	22	162	18	66.1	0.83
135	chr5	65928171	65929243	CpG: 100	1072	100	703	18.7	65.6	0.88
170	chr5	102498028	102499412	CpG: 150	1384	150	978	21.7	70.7	0.88
186	chr5	118619190	118620227	CpG: 111	1037	111	682	21.4	65.8	0.99
196	chr5	129105824	129107970	CpG: 157	2146	157	1292	14.6	60.2	0.81
203	chr5	136707517	136708208	CpG: 63	691	63	456	18.2	66	0.84
214	chr5	148241460	148242812	CpG: 134	1352	134	821	19.8	60.7	1.08
610	chr5	3340989	3344607	CpG: 270	3618	270	2254	14.9	62.3	0.77
612	chr5	3543730	3544210	CpG: 70	480	70	358	29.2	74.6	1.05
612	chr5	3595971	3596682	CpG: 72	711	72	465	20.3	65.4	0.95
612	chr5	3647295	3647986	CpG: 64	691	64	423	18.5	61.2	0.99
614	chr5	3802402	3803640	CpG: 143	1238	143	852	23.1	68.8	0.98
614	chr5	3893719	3894106	CpG: 36	387	36	260	18.6	67.2	0.83
614	chr5	3928043	3928527	CpG: 49	484	49	290	20.2	59.9	1.13
616	chr5	4104023	4104867	CpG: 87	844	87	579	20.6	68.6	0.88
616	chr5	4192186	4192573	CpG: 36	387	36	260	18.6	67.2	0.83
621	chr5	4755938	4756186	CpG: 18	248	18	139	14.5	56	0.92
621	chr5	4756413	4758245	CpG: 181	1832	181	1249	19.8	68.2	0.85
626	chr5	5379912	5380844	CpG: 100	932	100	541	21.5	58	1.28
627	chr5	5514307	5515012	CpG: 74	705	74	480	21	68.1	0.93
627	chr5	5559359	5559621	CpG: 30	262	30	168	22.9	64.1	1.11
628	chr5	5663898	5664351	CpG: 40	453	40	295	17.7	65.1	0.83
628	chr5	5693744	5694312	CpG: 74	568	74	429	26.1	75.5	0.92
628	chr5	5749058	5749639	CpG: 68	581	68	420	23.4	72.3	0.9
641	chr5	7344519	7344993	CpG: 38	474	38	306	16	64.6	0.77
646	chr5	8056390	8056751	CpG: 39	361	39	242	21.6	67	1
648	chr5	8367113	8367320	CpG: 19	207	19	135	18.4	65.2	0.87
648	chr5	8367751	8368260	CpG: 50	509	50	348	19.6	68.4	0.84
649	chr5	8422144	8423171	CpG: 99	1027	99	636	19.3	61.9	1.01
650	chr5	8622267	8623253	CpG: 85	986	85	610	17.2	61.9	0.91
651	chr5	8660244	8660528	CpG: 23	284	23	195	16.2	68.7	0.69
652	chr5	8798261	8798594	CpG: 30	333	30	228	18	68.5	0.78
652	chr5	8893613	8894015	CpG: 44	402	44	261	21.9	64.9	1.07
653	chr5	8996968	8997494	CpG: 48	526	48	363	18.3	69	0.77
654	chr5	9100472	9101453	CpG: 106	981	106	634	21.6	64.6	1.04
654	chr5	9161033	9162025	CpG: 89	992	89	582	17.9	58.7	1.04
655	chr5	9266123	9266516	CpG: 39	393	39	279	19.8	71	0.79
679	chr5	12383362	12383583	CpG: 24	221	24	158	21.7	71.5	0.85
692	chr5	14025265	14025475	CpG: 20	210	20	131	19	62.4	0.99
695	chr5	14514954	14515552	CpG: 58	598	58	423	19.4	70.7	0.78
702	chr5	15440160	15441154	CpG: 119	994	119	666	23.9	67	1.07
715	chr5	17080257	17080661	CpG: 51	404	51	294	25.2	72.8	0.95
721	chr5	17865550	17866566	CpG: 119	1016	119	673	23.4	66.2	1.08
727	chr5	18732318	18732771	CpG: 42	453	42	301	18.5	66.4	0.92
727	chr5	18733210	18733565	CpG: 25	355	25	228	14.1	64.2	0.72
739	chr5	20207693	20208620	CpG: 108	927	108	677	23.3	73	0.88
740	chr5	20387293	20388589	CpG: 138	1296	138	792	21.3	61.1	1.14
741	chr5	20456766	20457894	CpG: 122	1128	122	720	21.6	63.8	1.06
741	chr5	20560999	20561844	CpG: 79	845	79	482	18.7	57	1.16
742	chr5	20691971	20692323	CpG: 28	352	28	242	15.9	68.8	0.71
744	chr5	20930869	20931385	CpG: 55	516	55	360	21.3	69.8	0.89
746	chr5	21181590	21181838	CpG: 25	248	25	150	20.2	60.5	1.11
746	chr5	21207023	21207706	CpG: 71	683	71	468	20.8	68.5	0.89
747	chr5	21242988	21243226	CpG: 34	238	34	181	28.6	76.1	0.99
747	chr5	21290455	21291159	CpG: 66	704	66	484	18.8	68.8	0.8
747	chr5	21292438	21292872	CpG: 43	434	43	282	19.8	65	0.94
751	chr5	21849871	21851195	CpG: 155	1324	155	880	23.4	66.5	1.06
754	chr5	22251800	22252368	CpG: 43	568	43	329	15.1	57.9	0.9
759	chr5	22924173	22924400	CpG: 27	227	27	150	23.8	66.1	1.09
760	chr5	22938762	22940737	CpG: 156	1975	156	1221	15.8	61.8	0.83
761	chr5	23180714	23182282	CpG: 175	1568	175	1044	22.3	66.6	1.01
762	chr5	23218086	23218630	CpG: 55	544	55	361	20.2	66.4	0.92
762	chr5	23289063	23289585	CpG: 66	522	66	348	25.3	66.7	1.15
762	chr5	23293473	23293821	CpG: 29	348	29	227	16.7	65.2	0.79
763	chr5	23336908	23337370	CpG: 52	462	52	296	22.5	64.1	1.1
763	chr5	23349893	23350136	CpG: 26	243	26	154	21.4	63.4	1.07
763	chr5	23356243	23356796	CpG: 59	553	59	380	21.3	68.7	0.91
764	chr5	23535776	23536430	CpG: 68	654	68	444	20.8	67.9	0.91
765	chr5	23606262	23607020	CpG: 74	758	74	473	19.5	62.4	1
765	chr5	23670689	23671157	CpG: 45	468	45	313	19.2	66.9	0.86
766	chr5	23830773	23831084	CpG: 28	311	28	201	18	64.6	0.87
766	chr5	23854064	23854653	CpG: 66	589	66	411	22.4	69.8	0.92
767	chr5	23857042	23857702	CpG: 81	660	81	435	24.5	65.9	1.14
767	chr5	23889236	23889547	CpG: 23	311	23	193	14.8	62.1	0.77
767	chr5	23893528	23894248	CpG: 76	720	76	504	21.1	70	0.87
767	chr5	23929308	23929618	CpG: 26	310	26	199	16.8	64.2	0.82
767	chr5	23930900	23931616	CpG: 62	716	62	446	17.3	62.3	0.94
767	chr5	23950699	23951173	CpG: 53	474	53	350	22.4	73.8	0.83
767	chr5	23953539	23953796	CpG: 24	257	24	175	18.7	68.1	0.82
767	chr5	23980129	23981029	CpG: 120	900	120	656	26.7	72.9	1
768	chr5	23988191	23988456	CpG: 23	265	23	190	17.4	71.7	0.68
768	chr5	23990956	23991236	CpG: 25	280	25	198	17.9	70.7	0.72
768	chr5	24031813	24033087	CpG: 128	1274	128	710	20.1	55.7	1.31
768	chr5	24082663	24083391	CpG: 69	728	69	479	19	65.8	0.96
768	chr5	24092303	24092844	CpG: 43	541	43	340	15.9	62.8	0.82
768	chr5	24104357	24104800	CpG: 44	443	44	334	19.9	75.4	0.71
768	chr5	24107374	24108569	CpG: 95	1195	95	740	15.9	61.9	0.83
768	chr5	24110410	24110788	CpG: 47	378	47	288	24.9	76.2	0.88
769	chr5	24191417	24191864	CpG: 38	447	38	271	17	60.6	1.04
769	chr5	24235914	24236660	CpG: 64	746	64	499	17.2	66.9	0.77
770	chr5	24256580	24256979	CpG: 34	399	34	268	17	67.2	0.76
770	chr5	24347687	24349072	CpG: 140	1385	140	856	20.2	61.8	1.06
771	chr5	24413694	24414881	CpG: 115	1187	115	793	19.4	66.8	0.87
772	chr5	24605387	24607035	CpG: 125	1648	125	1032	15.2	62.6	0.78
773	chr5	24728619	24728929	CpG: 56	310	56	243	36.1	78.4	1.2
775	chr5	25003525	25005839	CpG: 209	2314	209	1284	18.1	55.5	1.18
776	chr5	25035165	25036209	CpG: 89	1044	89	652	17	62.5	0.88
777	chr5	25211375	25211720	CpG: 42	345	42	237	24.3	68.7	1.05
777	chr5	25265729	25266049	CpG: 35	320	35	233	21.9	72.8	0.83
786	chr5	26397210	26397556	CpG: 29	346	29	217	16.8	62.7	0.86
792	chr5	27144078	27144426	CpG: 29	348	29	240	16.7	69	0.7
793	chr5	27375871	27376411	CpG: 52	540	52	362	19.3	67	0.87
799	chr5	28117428	28118363	CpG: 102	935	102	611	21.8	65.3	1.02
801	chr5	28397515	28398334	CpG: 96	819	96	578	23.4	70.6	0.94
802	chr5	28444707	28445214	CpG: 36	507	36	278	14.2	54.8	0.98
802	chr5	28491880	28493779	CpG: 205	1899	205	1225	21.6	64.5	1.05
802	chr5	28536129	28536927	CpG: 79	798	79	526	19.8	65.9	0.92
803	chr5	28643083	28644136	CpG: 133	1053	133	715	25.3	67.9	1.1
804	chr5	28784318	28785746	CpG: 142	1428	142	912	19.9	63.9	0.98
804	chr5	28786412	28786630	CpG: 24	218	24	150	22	68.8	0.93
804	chr5	28790982	28791980	CpG: 97	998	97	678	19.4	67.9	0.85
804	chr5	28793305	28793579	CpG: 28	274	28	179	20.4	65.3	0.96
810	chr5	29522033	29522833	CpG: 78	800	78	491	19.5	61.4	1.05
811	chr5	29704566	29705062	CpG: 55	496	55	335	22.2	67.5	0.97
812	chr5	29761183	29761935	CpG: 78	752	78	500	20.7	66.5	0.94
812	chr5	29794306	29794861	CpG: 61	555	61	382	22	68.8	0.93
812	chr5	29800568	29800937	CpG: 29	369	29	228	15.7	61.8	0.86
812	chr5	29804072	29805324	CpG: 108	1252	108	798	17.3	63.7	0.86
813	chr5	29895517	29896335	CpG: 99	818	99	503	24.2	61.5	1.3
814	chr5	30062241	30062997	CpG: 68	756	68	452	18	59.8	1.01
816	chr5	30399765	30400224	CpG: 34	459	34	290	14.8	63.2	0.76
817	chr5	30431691	30431999	CpG: 36	308	36	228	23.4	74	0.87
817	chr5	30440476	30441478	CpG: 118	1002	118	687	23.6	68.6	1
817	chr5	30481354	30482244	CpG: 73	890	73	544	16.4	61.1	0.88
818	chr5	30559004	30559560	CpG: 59	556	59	346	21.2	62.2	1.12
820	chr5	30890545	30891416	CpG: 77	871	77	532	17.7	61.1	0.95
820	chr5	30924275	30925204	CpG: 90	929	90	608	19.4	65.4	0.91
821	chr5	30950241	30950747	CpG: 34	506	34	292	13.4	57.7	0.81
821	chr5	30969252	30969588	CpG: 33	336	33	230	19.6	68.5	0.84
821	chr5	31013745	31014360	CpG: 59	615	59	394	19.2	64.1	0.94
822	chr5	31116875	31117422	CpG: 59	547	59	391	21.6	71.5	0.86
822	chr5	31171822	31172366	CpG: 60	544	60	384	22.1	70.6	0.93
822	chr5	31190013	31190379	CpG: 27	366	27	214	14.8	58.5	0.87
822	chr5	31191116	31191533	CpG: 42	417	42	298	20.1	71.5	0.79
823	chr5	31209750	31210331	CpG: 59	581	59	369	20.3	63.5	1.01
823	chr5	31223771	31224086	CpG: 24	315	24	180	15.2	57.1	0.94
823	chr5	31247679	31247959	CpG: 34	280	34	214	24.3	76.4	0.85
823	chr5	31252251	31252471	CpG: 19	220	19	145	17.3	65.9	0.83
823	chr5	31262334	31262796	CpG: 55	462	55	308	23.8	66.7	1.11
824	chr5	31350630	31351082	CpG: 44	452	44	305	19.5	67.5	0.86
824	chr5	31357097	31357575	CpG: 48	478	48	329	20.1	68.8	0.86
824	chr5	31370828	31371429	CpG: 40	601	40	376	13.3	62.6	0.68
824	chr5	31394949	31396025	CpG: 106	1076	106	748	19.7	69.5	0.82
824	chr5	31396629	31396865	CpG: 17	236	17	129	14.4	54.7	0.97
824	chr5	31397229	31398025	CpG: 58	796	58	489	14.6	61.4	0.78
824	chr5	31439682	31439966	CpG: 23	284	23	188	16.2	66.2	0.75
824	chr5	31440421	31440998	CpG: 58	577	58	390	20.1	67.6	0.88
825	chr5	31481947	31482638	CpG: 66	691	66	416	19.1	60.2	1.06
825	chr5	31495059	31496151	CpG: 85	1092	85	696	15.6	63.7	0.77
825	chr5	31502786	31502994	CpG: 19	208	19	141	18.3	67.8	0.82
825	chr5	31504371	31504729	CpG: 38	358	38	251	21.2	70.1	0.91
825	chr5	31522408	31523376	CpG: 88	968	88	629	18.2	65	0.86
825	chr5	31543119	31543655	CpG: 65	536	65	401	24.3	74.8	0.88
825	chr5	31553973	31554523	CpG: 51	550	51	384	18.5	69.8	0.78
826	chr5	31593387	31593697	CpG: 31	310	31	182	20	58.7	1.17
826	chr5	31597828	31598306	CpG: 56	478	56	365	23.4	76.4	0.81
827	chr5	31754735	31754951	CpG: 17	216	17	131	15.7	60.6	0.89
827	chr5	31796970	31797356	CpG: 34	386	34	241	17.6	62.4	0.92
827	chr5	31829327	31830023	CpG: 50	696	50	424	14.4	60.9	0.77
828	chr5	31916303	31916608	CpG: 34	305	34	213	22.3	69.8	0.93
829	chr5	31999812	32000612	CpG: 83	800	83	544	20.8	68	0.91
832	chr5	32435376	32435970	CpG: 54	594	54	402	18.2	67.7	0.8
832	chr5	32437295	32439211	CpG: 194	1916	194	1176	20.3	61.4	1.08
834	chr5	32761163	32762138	CpG: 104	975	104	629	21.3	64.5	1.07
836	chr5	32913232	32914220	CpG: 118	988	118	716	23.9	72.5	0.91
837	chr5	33128030	33128452	CpG: 46	422	46	293	21.8	69.4	0.92
838	chr5	33196691	33197056	CpG: 38	365	38	263	20.8	72.1	0.87
838	chr5	33206042	33206591	CpG: 46	549	46	345	16.8	62.8	0.88
839	chr5	33361064	33362092	CpG: 112	1028	112	646	21.8	62.8	1.1
840	chr5	33446859	33447262	CpG: 33	403	33	258	16.4	64	0.8
841	chr5	33616762	33618018	CpG: 112	1256	112	752	17.8	59.9	1
841	chr5	33677748	33678907	CpG: 112	1159	112	789	19.3	68.1	0.84
842	chr5	33721100	33721649	CpG: 54	549	54	353	19.7	64.3	0.95
842	chr5	33773088	33778201	CpG: 377	5113	377	3042	14.7	59.5	0.83
842	chr5	33785558	33786120	CpG: 49	562	49	371	17.4	66	0.81
843	chr5	33882906	33883203	CpG: 23	297	23	159	15.5	53.5	1.08
844	chr5	33971664	33972599	CpG: 117	935	117	661	25	70.7	1
844	chr5	33994520	33995457	CpG: 89	937	89	624	19	66.6	0.86
844	chr5	34000226	34001484	CpG: 97	1258	97	779	15.4	61.9	0.8
844	chr5	34035167	34035422	CpG: 20	255	20	161	15.7	63.1	0.79
844	chr5	34037916	34038491	CpG: 66	575	66	407	23	70.8	0.92
844	chr5	34064241	34066558	CpG: 208	2317	208	1527	18	65.9	0.84
845	chr5	34124881	34125532	CpG: 72	651	72	463	22.1	71.1	0.87
845	chr5	34162535	34164363	CpG: 195	1828	195	1080	21.3	59.1	1.23
846	chr5	34278503	34279342	CpG: 96	839	96	560	22.9	66.7	1.04
846	chr5	34325773	34326788	CpG: 107	1015	107	703	21.1	69.3	0.89
846	chr5	34338388	34340335	CpG: 193	1947	193	1197	19.8	61.5	1.05
847	chr5	34343456	34343788	CpG: 25	332	25	209	15.1	63	0.76
848	chr5	34511801	34512357	CpG: 50	556	50	353	18	63.5	0.93
848	chr5	34529694	34530897	CpG: 111	1203	111	754	18.5	62.7	0.94
849	chr5	34629838	34631375	CpG: 150	1537	150	1013	19.5	65.9	0.9
849	chr5	34669596	34669950	CpG: 26	354	26	233	14.7	65.8	0.68
849	chr5	34678675	34679689	CpG: 102	1014	102	648	20.1	63.9	1.01
