#bin	chrom	chromStart	chromEnd	name	length	cpgNum	gcNum	perCpg	perGc	obsExp
1959	chr2	180119181	180119906	CpG: 104	725	104	548	28.7	75.6	1.03
1959	chr2	180171337	180172081	CpG: 107	744	107	566	28.8	76.1	1
1960	chr2	180225009	180226077	CpG: 92	1068	92	741	17.2	69.4	0.72
1960	chr2	180256996	180257849	CpG: 61	853	61	507	14.3	59.4	0.81
1960	chr2	180273069	180273347	CpG: 22	278	22	166	15.8	59.7	0.89
1960	chr2	180273502	180273772	CpG: 32	270	32	169	23.7	62.6	1.23
1960	chr2	180333677	180335011	CpG: 117	1334	117	882	17.5	66.1	0.81
1961	chr2	180456281	180457005	CpG: 57	724	57	463	15.7	64	0.82
1962	chr2	180499880	180500311	CpG: 37	431	37	287	17.2	66.6	0.78
1962	chr2	180582594	180583042	CpG: 54	448	54	322	24.1	71.9	0.94
1962	chr2	180589226	180589789	CpG: 59	563	59	373	21	66.3	0.97
1962	chr2	180598100	180598487	CpG: 41	387	41	287	21.2	74.2	0.77
1963	chr2	180641944	180642920	CpG: 103	976	103	550	21.1	56.4	1.37
1963	chr2	180701547	180702196	CpG: 65	649	65	407	20	62.7	1.04
1963	chr2	180709650	180710724	CpG: 104	1074	104	658	19.4	61.3	1.03
1964	chr2	180776047	180777062	CpG: 96	1015	96	607	18.9	59.8	1.06
1965	chr2	180891500	180891737	CpG: 19	237	19	148	16	62.4	0.83
1965	chr2	180892784	180894599	CpG: 203	1815	203	1241	22.4	68.4	0.96
1965	chr2	180920342	180921136	CpG: 73	794	73	467	18.4	58.8	1.06
1965	chr2	180954407	180954641	CpG: 19	234	19	151	16.2	64.5	0.8
1965	chr2	180966968	180967732	CpG: 60	764	60	502	15.7	65.7	0.74
1966	chr2	181028921	181029150	CpG: 19	229	19	137	16.6	59.8	1.01
1966	chr2	181038876	181039235	CpG: 41	359	41	231	22.8	64.3	1.12
1966	chr2	181134627	181135211	CpG: 73	584	73	390	25	66.8	1.13
1967	chr2	181147685	181148173	CpG: 47	488	47	294	19.3	60.2	1.07
1967	chr2	181156705	181157058	CpG: 38	353	38	234	21.5	66.3	1.02
1967	chr2	181187245	181187935	CpG: 58	690	58	458	16.8	66.4	0.76
1968	chr2	181287558	181288161	CpG: 66	603	66	345	21.9	57.2	1.34
1968	chr2	181364734	181365592	CpG: 70	858	70	542	16.3	63.2	0.82
1968	chr2	181365927	181366165	CpG: 18	238	18	154	15.1	64.7	0.74
1969	chr2	181458502	181460531	CpG: 172	2029	172	1177	17	58	1.01
1969	chr2	181494404	181494628	CpG: 19	224	19	134	17	59.8	0.95
1969	chr2	181497117	181497534	CpG: 38	417	38	274	18.2	65.7	0.85
1969	chr2	181520214	181520976	CpG: 84	762	84	531	22	69.7	0.91
1970	chr2	181581759	181582060	CpG: 33	301	33	215	21.9	71.4	0.86
1970	chr2	181592331	181592948	CpG: 58	617	58	318	18.8	51.5	1.42
1970	chr2	181598743	181599286	CpG: 62	543	62	384	22.8	70.7	0.92
1970	chr2	181600977	181601518	CpG: 48	541	48	316	17.7	58.4	1.04
1971	chr2	181670291	181671731	CpG: 144	1440	144	963	20	66.9	0.9
1971	chr2	181680143	181680698	CpG: 61	555	61	376	22	67.7	0.96
1971	chr2	181693473	181694138	CpG: 65	665	65	451	19.5	67.8	0.85
1971	chr2	181697242	181697469	CpG: 19	227	19	132	16.7	58.1	1
1972	chr2	181837868	181838110	CpG: 23	242	23	151	19	62.4	1
1972	chr2	181864189	181864721	CpG: 40	532	40	325	15	61.1	0.81
13	chr3	40893822	40894519	CpG: 59	697	59	459	16.9	65.9	0.78
21	chr3	103809014	103809590	CpG: 56	576	56	348	19.4	60.4	1.08
169	chr3	101056333	101056556	CpG: 17	223	17	130	15.2	58.3	0.9
610	chr3	3309040	3309248	CpG: 16	208	16	130	15.4	62.5	0.83
624	chr3	5219318	5219878	CpG: 47	560	47	325	16.8	58	1.01
627	chr3	5575795	5576577	CpG: 80	782	80	500	20.5	63.9	1.01
641	chr3	7366450	7366795	CpG: 33	345	33	232	19.1	67.2	0.85
642	chr3	7503335	7503745	CpG: 52	410	52	310	25.4	75.6	0.9
643	chr3	7612873	7613165	CpG: 27	292	27	199	18.5	68.2	0.8
648	chr3	8327265	8327511	CpG: 27	246	27	180	22	73.2	0.82
649	chr3	8462763	8463058	CpG: 27	295	27	200	18.3	67.8	0.8
651	chr3	8664657	8665054	CpG: 39	397	39	262	19.6	66	0.91
651	chr3	8666662	8667747	CpG: 108	1085	108	707	19.9	65.2	0.94
651	chr3	8766969	8767194	CpG: 18	225	18	135	16	60	0.9
651	chr3	8767575	8767815	CpG: 26	240	26	174	21.7	72.5	0.83
652	chr3	8805767	8805993	CpG: 16	226	16	135	14.2	59.7	0.79
653	chr3	8923456	8923964	CpG: 58	508	58	350	22.8	68.9	0.97
653	chr3	8963997	8964216	CpG: 19	219	19	158	17.4	72.1	0.67
653	chr3	9004109	9004643	CpG: 64	534	64	336	24	62.9	1.27
655	chr3	9250167	9251819	CpG: 150	1652	150	847	18.2	51.3	1.39
657	chr3	9450803	9452280	CpG: 121	1477	121	1001	16.4	67.8	0.72
658	chr3	9608980	9609332	CpG: 33	352	33	188	18.8	53.4	1.38
658	chr3	9609693	9610197	CpG: 50	504	50	289	19.8	57.3	1.21
660	chr3	9833090	9833701	CpG: 70	611	70	418	22.9	68.4	0.98
661	chr3	9968626	9968876	CpG: 18	250	18	148	14.4	59.2	0.82
661	chr3	10012269	10012608	CpG: 32	339	32	239	18.9	70.5	0.76
663	chr3	10331002	10331481	CpG: 50	479	50	315	20.9	65.8	0.97
664	chr3	10366841	10367127	CpG: 22	286	22	191	15.4	66.8	0.69
664	chr3	10439504	10440158	CpG: 74	654	74	462	22.6	70.6	0.91
687	chr3	13471591	13471869	CpG: 40	278	40	209	28.8	75.2	1.03
687	chr3	13472896	13473372	CpG: 45	476	45	325	18.9	68.3	0.81
695	chr3	14533765	14534090	CpG: 33	325	33	220	20.3	67.7	0.9
696	chr3	14578450	14579227	CpG: 100	777	100	558	25.7	71.8	1
696	chr3	14611032	14611738	CpG: 57	706	57	440	16.1	62.3	0.84
696	chr3	14641648	14641854	CpG: 23	206	23	154	22.3	74.8	0.8
698	chr3	14886138	14887025	CpG: 93	887	93	630	21	71	0.83
708	chr3	16182947	16183830	CpG: 103	883	103	603	23.3	68.3	1.01
720	chr3	17786168	17787096	CpG: 79	928	79	637	17	68.6	0.72
720	chr3	17794652	17794938	CpG: 22	286	22	187	15.4	65.4	0.76
722	chr3	18054413	18055885	CpG: 157	1472	157	961	21.3	65.3	1
724	chr3	18243008	18243233	CpG: 23	225	23	156	20.4	69.3	0.87
731	chr3	19162701	19163059	CpG: 45	358	45	258	25.1	72.1	0.97
731	chr3	19188029	19188573	CpG: 59	544	59	399	21.7	73.3	0.82
732	chr3	19310693	19311848	CpG: 144	1155	144	769	24.9	66.6	1.13
735	chr3	19694032	19694513	CpG: 48	481	48	333	20	69.2	0.84
736	chr3	19894634	19895495	CpG: 65	861	65	530	15.1	61.6	0.8
737	chr3	20035027	20035372	CpG: 38	345	38	239	22	69.3	0.94
738	chr3	20057627	20058195	CpG: 47	568	47	349	16.5	61.4	0.88
738	chr3	20154660	20155227	CpG: 69	567	69	419	24.3	73.9	0.89
753	chr3	22075736	22077228	CpG: 139	1492	139	779	18.6	52.2	1.37
776	chr3	25143676	25144419	CpG: 104	743	104	536	28	72.1	1.08
785	chr3	26331359	26331926	CpG: 54	567	54	389	19	68.6	0.81
787	chr3	26602036	26602356	CpG: 25	320	25	216	15.6	67.5	0.69
792	chr3	27153413	27154068	CpG: 58	655	58	418	17.7	63.8	0.87
792	chr3	27182877	27183286	CpG: 37	409	37	262	18.1	64.1	0.89
793	chr3	27371767	27372546	CpG: 74	779	74	508	19	65.2	0.9
796	chr3	27709973	27711161	CpG: 122	1188	122	789	20.5	66.4	0.94
798	chr3	27938473	27939115	CpG: 59	642	59	439	18.4	68.4	0.8
800	chr3	28262539	28262845	CpG: 24	306	24	190	15.7	62.1	0.82
800	chr3	28263361	28263691	CpG: 39	330	39	225	23.6	68.2	1.02
804	chr3	28781032	28781821	CpG: 83	789	83	542	21	68.7	0.91
804	chr3	28805313	28805759	CpG: 60	446	60	293	26.9	65.7	1.25
806	chr3	29082389	29083018	CpG: 59	629	59	418	18.8	66.5	0.85
817	chr3	30507627	30509377	CpG: 143	1750	143	1136	16.3	64.9	0.78
817	chr3	30514154	30515265	CpG: 94	1111	94	655	16.9	59	0.98
818	chr3	30595182	30595631	CpG: 38	449	38	250	16.9	55.7	1.09
818	chr3	30599720	30599987	CpG: 20	267	20	172	15	64.4	0.72
818	chr3	30602350	30603016	CpG: 59	666	59	436	17.7	65.5	0.84
819	chr3	30792959	30793798	CpG: 110	839	110	564	26.2	67.2	1.17
820	chr3	30855833	30856403	CpG: 63	570	63	410	22.1	71.9	0.88
821	chr3	30968682	30969506	CpG: 80	824	80	565	19.4	68.6	0.83
821	chr3	30995675	30996205	CpG: 64	530	64	366	24.2	69.1	1.06
822	chr3	31093713	31093932	CpG: 18	219	18	126	16.4	57.5	0.99
822	chr3	31094091	31095695	CpG: 162	1604	162	962	20.2	60	1.14
822	chr3	31149708	31150224	CpG: 44	516	44	342	17.1	66.3	0.78
823	chr3	31209064	31209346	CpG: 19	282	19	158	13.5	56	0.86
823	chr3	31309478	31310055	CpG: 46	577	46	378	15.9	65.5	0.76
831	chr3	32365290	32365820	CpG: 67	530	67	347	25.3	65.5	1.18
832	chr3	32396872	32397940	CpG: 96	1068	96	618	18	57.9	1.07
833	chr3	32510331	32510917	CpG: 51	586	51	374	17.4	63.8	0.85
833	chr3	32529379	32529841	CpG: 40	462	40	298	17.3	64.5	0.83
833	chr3	32616260	32616933	CpG: 81	673	81	472	24.1	70.1	0.99
834	chr3	32708371	32709402	CpG: 100	1031	100	642	19.4	62.3	1
834	chr3	32736300	32737547	CpG: 89	1247	89	767	14.3	61.5	0.76
835	chr3	32817317	32817959	CpG: 69	642	69	438	21.5	68.2	0.92
837	chr3	33142876	33143241	CpG: 60	365	60	287	32.9	78.6	1.06
842	chr3	33799710	33800589	CpG: 92	879	92	591	20.9	67.2	0.93
844	chr3	34019543	34020819	CpG: 115	1276	115	734	18	57.5	1.11
845	chr3	34081111	34081407	CpG: 38	296	38	202	25.7	68.2	1.11
847	chr3	34454197	34454418	CpG: 19	221	19	126	17.2	57	1.13
849	chr3	34642003	34642371	CpG: 31	368	31	217	16.8	59	0.97
849	chr3	34648829	34651366	CpG: 186	2537	186	1530	14.7	60.3	0.81
849	chr3	34663378	34664473	CpG: 77	1095	77	641	14.1	58.5	0.82
851	chr3	34894620	34894826	CpG: 20	206	20	127	19.4	61.7	1.03
851	chr3	34959185	34959396	CpG: 14	211	14	116	13.3	55	0.88
857	chr3	35753871	35754721	CpG: 74	850	74	427	17.4	50.2	1.4
859	chr3	35932342	35933154	CpG: 82	812	82	475	20.2	58.5	1.21
859	chr3	36000423	36000679	CpG: 27	256	27	166	21.1	64.8	1.04
860	chr3	36065948	36066403	CpG: 42	455	42	294	18.5	64.6	0.9
860	chr3	36151114	36151512	CpG: 39	398	39	282	19.6	70.9	0.8
863	chr3	36475547	36475970	CpG: 29	423	29	278	13.7	65.7	0.68
863	chr3	36552485	36552854	CpG: 36	369	36	231	19.5	62.6	1
864	chr3	36571391	36572316	CpG: 106	925	106	631	22.9	68.2	0.99
864	chr3	36613139	36613583	CpG: 40	444	40	309	18	69.6	0.74
864	chr3	36671153	36671669	CpG: 37	516	37	323	14.3	62.6	0.74
864	chr3	36689487	36690160	CpG: 77	673	77	465	22.9	69.1	0.97
866	chr3	36863001	36863537	CpG: 49	536	49	361	18.3	67.4	0.85
867	chr3	37063500	37063863	CpG: 46	363	46	270	25.3	74.4	0.92
869	chr3	37312371	37312802	CpG: 49	431	49	309	22.7	71.7	0.89
869	chr3	37348823	37349120	CpG: 32	297	32	207	21.5	69.7	0.9
870	chr3	37419151	37420945	CpG: 147	1794	147	1008	16.4	56.2	1.04
872	chr3	37639746	37641149	CpG: 158	1403	158	860	22.5	61.3	1.2
872	chr3	37669011	37669350	CpG: 23	339	23	175	13.6	51.6	1.06
878	chr3	38455890	38456228	CpG: 25	338	25	210	14.8	62.1	0.77
878	chr3	38484377	38485349	CpG: 76	972	76	587	15.6	60.4	0.9
881	chr3	38885050	38888327	CpG: 251	3277	251	2065	15.3	63	0.77
894	chr3	40531509	40532014	CpG: 46	505	46	350	18.2	69.3	0.76
894	chr3	40540693	40541093	CpG: 38	400	38	277	19	69.2	0.79
895	chr3	40708698	40709241	CpG: 48	543	48	344	17.7	63.4	0.88
895	chr3	40745019	40745862	CpG: 95	843	95	559	22.5	66.3	1.03
896	chr3	40799867	40800738	CpG: 94	871	94	596	21.6	68.4	0.93
896	chr3	40846515	40847132	CpG: 52	617	52	409	16.9	66.3	0.77
897	chr3	40949305	40950945	CpG: 198	1640	198	1156	24.1	70.5	0.97
898	chr3	41082420	41083669	CpG: 130	1249	130	821	20.8	65.7	0.96
902	chr3	41563389	41563958	CpG: 52	569	52	288	18.3	50.6	1.45
902	chr3	41564711	41566311	CpG: 153	1600	153	998	19.1	62.4	0.99
903	chr3	41742170	41742675	CpG: 77	505	77	377	30.5	74.7	1.1
904	chr3	41839459	41839684	CpG: 21	225	21	156	18.7	69.3	0.78
931	chr3	45376698	45377317	CpG: 50	619	50	370	16.2	59.8	0.9
931	chr3	45378166	45378399	CpG: 23	233	23	149	19.7	63.9	0.97
931	chr3	45379653	45381683	CpG: 158	2030	158	1218	15.6	60	0.86
961	chr3	49382594	49382798	CpG: 17	204	17	118	16.7	57.8	1.03
975	chr3	51224454	51225511	CpG: 136	1057	136	764	25.7	72.3	1
976	chr3	51275954	51277670	CpG: 166	1716	166	1036	19.3	60.4	1.07
976	chr3	51339765	51341474	CpG: 212	1709	212	1172	24.8	68.6	1.09
976	chr3	51358785	51359164	CpG: 30	379	30	241	15.8	63.6	0.79
977	chr3	51396376	51396619	CpG: 21	243	21	172	17.3	70.8	0.69
977	chr3	51408731	51409033	CpG: 32	302	32	205	21.2	67.9	0.92
977	chr3	51415791	51416885	CpG: 114	1094	114	730	20.8	66.7	0.94
977	chr3	51483779	51484689	CpG: 103	910	103	637	22.6	70	0.92
978	chr3	51559583	51561105	CpG: 119	1522	119	909	15.6	59.7	0.88
981	chr3	52007675	52007885	CpG: 16	210	16	132	15.2	62.9	0.78
982	chr3	52102331	52105132	CpG: 192	2801	192	1599	13.7	57.1	0.85
983	chr3	52267610	52270060	CpG: 244	2450	244	1568	19.9	64	0.97
989	chr3	53016871	53017305	CpG: 41	434	41	281	18.9	64.7	0.9
989	chr3	53041360	53041805	CpG: 51	445	51	322	22.9	72.4	0.88
992	chr3	53463062	53464009	CpG: 82	947	82	585	17.3	61.8	0.91
993	chr3	53478794	53479092	CpG: 20	298	20	198	13.4	66.4	0.69
994	chr3	53656616	53657328	CpG: 58	712	58	450	16.3	63.2	0.82
995	chr3	53863621	53863879	CpG: 33	258	33	171	25.6	66.3	1.17
998	chr3	54155976	54156294	CpG: 24	318	24	206	15.1	64.8	0.74
1001	chr3	54633257	54633725	CpG: 34	468	34	294	14.5	62.8	0.74
1002	chr3	54692486	54693059	CpG: 58	573	58	374	20.2	65.3	0.95
1002	chr3	54734602	54735704	CpG: 119	1102	119	723	21.6	65.6	1
1002	chr3	54755446	54755887	CpG: 58	441	58	336	26.3	76.2	0.92
1002	chr3	54786131	54786350	CpG: 16	219	16	137	14.6	62.6	0.84
1003	chr3	54794247	54794472	CpG: 17	225	17	137	15.1	60.9	0.82
1003	chr3	54807174	54807903	CpG: 92	729	92	523	25.2	71.7	0.99
1003	chr3	54810972	54811405	CpG: 40	433	40	253	18.5	58.4	1.1
1003	chr3	54899481	54899688	CpG: 21	207	21	126	20.3	60.9	1.1
1003	chr3	54915756	54916067	CpG: 33	311	33	220	21.2	70.7	0.86
1005	chr3	55055046	55055673	CpG: 65	627	65	426	20.7	67.9	0.91
1005	chr3	55112020	55112362	CpG: 40	342	40	256	23.4	74.9	0.86
1006	chr3	55242455	55242935	CpG: 41	480	41	333	17.1	69.4	0.71
1010	chr3	55780206	55780681	CpG: 37	475	37	284	15.6	59.8	0.88
1010	chr3	55782800	55783379	CpG: 36	579	36	340	12.4	58.7	0.72
1010	chr3	55787504	55787800	CpG: 29	296	29	193	19.6	65.2	0.93
1013	chr3	56182802	56184121	CpG: 138	1319	138	838	20.9	63.5	1.04
1020	chr3	57136951	57137210	CpG: 18	259	18	171	13.9	66	0.64
1024	chr3	57574868	57576564	CpG: 123	1696	123	1046	14.5	61.7	0.77
1024	chr3	57651424	57651807	CpG: 34	383	34	243	17.8	63.4	0.89
1025	chr3	57735620	57736346	CpG: 55	726	55	460	15.2	63.4	0.75
1026	chr3	57846855	57848105	CpG: 121	1250	121	761	19.4	60.9	1.05
1030	chr3	58414621	58417207	CpG: 261	2586	261	1756	20.2	67.9	0.88
1031	chr3	58525245	58526146	CpG: 95	901	95	577	21.1	64	1.03
1031	chr3	58576589	58577316	CpG: 90	727	90	512	24.8	70.4	1
1032	chr3	58636585	58636808	CpG: 17	223	17	147	15.2	65.9	0.71
1032	chr3	58691569	58692626	CpG: 126	1057	126	681	23.8	64.4	1.15
1035	chr3	59005377	59007530	CpG: 226	2153	226	1477	21	68.6	0.89
1046	chr3	60500946	60501710	CpG: 106	764	106	561	27.7	73.4	1.03
1050	chr3	61002583	61003400	CpG: 86	817	86	567	21.1	69.4	0.87
1053	chr3	61364473	61365665	CpG: 123	1192	123	797	20.6	66.9	0.93
1060	chr3	62338718	62339974	CpG: 125	1256	125	830	19.9	66.1	0.91
1061	chr3	62506615	62507174	CpG: 50	559	50	321	17.9	57.4	1.09
1062	chr3	62603693	62604077	CpG: 30	384	30	249	15.6	64.8	0.75
1067	chr3	63295495	63296087	CpG: 68	592	68	437	23	73.8	0.87
1072	chr3	63898684	63899161	CpG: 36	477	36	294	15.1	61.6	0.8
1072	chr3	63905340	63905548	CpG: 18	208	18	143	17.3	68.8	0.73
1072	chr3	63929109	63929463	CpG: 40	354	40	258	22.6	72.9	0.86
1073	chr3	63963979	63964864	CpG: 79	885	79	562	17.9	63.5	0.89
1073	chr3	63976057	63976587	CpG: 52	530	52	359	19.6	67.7	0.87
1083	chr3	65392275	65392745	CpG: 45	470	45	273	19.1	58.1	1.14
1084	chr3	65527714	65529467	CpG: 207	1753	207	1253	23.6	71.5	0.93
1085	chr3	65658872	65659617	CpG: 68	745	68	498	18.3	66.8	0.83
1085	chr3	65666031	65666732	CpG: 71	701	71	458	20.3	65.3	0.95
1088	chr3	65957452	65958596	CpG: 122	1144	122	683	21.3	59.7	1.2
1088	chr3	65974587	65975002	CpG: 36	415	36	269	17.3	64.8	0.83
1089	chr3	66112436	66112664	CpG: 15	228	15	135	13.2	59.2	0.76
1090	chr3	66220641	66221066	CpG: 51	425	51	309	24	72.7	0.92
1095	chr3	66973459	66973929	CpG: 56	470	56	330	23.8	70.2	1
1096	chr3	66978213	66978438	CpG: 17	225	17	125	15.1	55.6	0.98
1096	chr3	66978754	66979046	CpG: 25	292	25	186	17.1	63.7	0.85
1096	chr3	66980844	66981613	CpG: 75	769	75	460	19.5	59.8	1.13
1096	chr3	66985596	66986137	CpG: 55	541	55	374	20.3	69.1	0.87
1099	chr3	67373941	67374357	CpG: 48	416	48	278	23.1	66.8	1.03
1099	chr3	67430041	67430570	CpG: 38	529	38	339	14.4	64.1	0.7
1099	chr3	67463663	67464017	CpG: 28	354	28	237	15.8	66.9	0.71
1100	chr3	67515050	67515627	CpG: 67	577	67	416	23.2	72.1	0.89
1100	chr3	67582605	67583081	CpG: 48	476	48	319	20.2	67	0.9
1107	chr3	68493636	68495346	CpG: 149	1710	149	1101	17.4	64.4	0.84
1108	chr3	68572336	68572589	CpG: 20	253	20	171	15.8	67.6	0.7
1110	chr3	68869157	68870536	CpG: 152	1379	152	929	22	67.4	0.97
1111	chr3	69004820	69006319	CpG: 134	1499	134	977	17.9	65.2	0.84
1111	chr3	69044369	69045276	CpG: 101	907	101	569	22.3	62.7	1.13
1112	chr3	69126332	69127323	CpG: 106	991	106	637	21.4	64.3	1.04
1113	chr3	69316275	69318046	CpG: 143	1771	143	1032	16.1	58.3	0.95
1115	chr3	69598350	69599035	CpG: 60	685	60	368	17.5	53.7	1.22
1116	chr3	69721871	69722735	CpG: 83	864	83	553	19.2	64	0.94
1142	chr3	73057410	73057792	CpG: 36	382	36	235	18.8	61.5	1.02
1161	chr3	75556341	75556896	CpG: 48	555	48	377	17.3	67.9	0.79
1164	chr3	75946715	75947014	CpG: 22	299	22	186	14.7	62.2	0.76
1164	chr3	75956176	75957134	CpG: 90	958	90	640	18.8	66.8	0.85
1187	chr3	78966879	78967138	CpG: 29	259	29	161	22.4	62.2	1.16
1188	chr3	79066572	79066779	CpG: 22	207	22	154	21.3	74.4	0.77
1189	chr3	79286440	79287592	CpG: 144	1152	144	806	25	70	1.03
1192	chr3	79591233	79591735	CpG: 48	502	48	326	19.1	64.9	0.91
1192	chr3	79628595	79629374	CpG: 58	779	58	482	14.9	61.9	0.78
1202	chr3	80913266	80913760	CpG: 58	494	58	323	23.5	65.4	1.1
1203	chr3	81036672	81037695	CpG: 81	1023	81	672	15.8	65.7	0.75
1211	chr3	82073785	82074134	CpG: 32	349	32	235	18.3	67.3	0.81
1213	chr3	82358038	82358470	CpG: 45	432	45	305	20.8	70.6	0.85
1217	chr3	82875877	82876702	CpG: 102	825	102	598	24.7	72.5	0.94
1217	chr3	82903749	82904502	CpG: 53	753	53	445	14.1	59.1	0.81
1218	chr3	83055251	83055643	CpG: 45	392	45	261	23	66.6	1.07
1219	chr3	83127241	83129235	CpG: 154	1994	154	1244	15.4	62.4	0.79
1224	chr3	83764193	83764543	CpG: 28	350	28	212	16	60.6	0.88
1224	chr3	83765931	83767030	CpG: 104	1099	104	746	18.9	67.9	0.84
1224	chr3	83789777	83790042	CpG: 32	265	32	187	24.2	70.6	0.97
1224	chr3	83841390	83841674	CpG: 23	284	23	198	16.2	69.7	0.67
1226	chr3	84039364	84040753	CpG: 130	1389	130	876	18.7	63.1	0.94
1227	chr3	84155427	84155845	CpG: 45	418	45	298	21.5	71.3	0.86
1227	chr3	84190483	84191108	CpG: 48	625	48	378	15.4	60.5	0.84
1227	chr3	84259237	84259920	CpG: 75	683	75	456	22	66.8	1
1229	chr3	84479312	84480891	CpG: 130	1579	130	1004	16.5	63.6	0.82
1230	chr3	84582339	84583167	CpG: 85	828	85	549	20.5	66.3	0.94
1232	chr3	84814010	84815782	CpG: 153	1772	153	1077	17.3	60.8	0.94
1240	chr3	85887129	85887931	CpG: 65	802	65	475	16.2	59.2	0.92
1240	chr3	85971013	85971495	CpG: 56	482	56	339	23.2	70.3	0.95
1242	chr3	86142270	86142769	CpG: 74	499	74	349	29.7	69.9	1.23
1242	chr3	86223757	86224547	CpG: 95	790	95	542	24.1	68.6	1.03
1245	chr3	86546787	86547794	CpG: 80	1007	80	612	15.9	60.8	0.86
1248	chr3	86919593	86920997	CpG: 152	1404	152	963	21.7	68.6	0.92
1250	chr3	87174232	87174794	CpG: 49	562	49	338	17.4	60.1	1.03
1252	chr3	87525465	87525918	CpG: 61	453	61	340	26.9	75.1	0.98
1253	chr3	87617117	87617798	CpG: 61	681	61	344	17.9	50.5	1.47
1254	chr3	87768883	87769188	CpG: 36	305	36	234	23.6	76.7	0.8
1254	chr3	87783726	87783939	CpG: 16	213	16	132	15	62	0.8
1254	chr3	87794866	87795289	CpG: 53	423	53	318	25.1	75.2	0.9
1254	chr3	87796869	87797074	CpG: 22	205	22	146	21.5	71.2	0.85
1254	chr3	87809395	87809603	CpG: 18	208	18	142	17.3	68.3	0.74
1255	chr3	87906093	87907026	CpG: 118	933	118	654	25.3	70.1	1.03
1255	chr3	87919429	87919749	CpG: 23	320	23	166	14.4	51.9	1.08
1255	chr3	87929832	87930586	CpG: 76	754	76	471	20.2	62.5	1.04
1256	chr3	87971020	87971963	CpG: 102	943	102	656	21.6	69.6	0.9
1256	chr3	87997017	87997448	CpG: 48	431	48	292	22.3	67.7	0.97
1256	chr3	87999753	88000469	CpG: 77	716	77	464	21.5	64.8	1.02
1256	chr3	88022523	88024078	CpG: 139	1555	139	1026	17.9	66	0.82
1256	chr3	88058282	88058640	CpG: 40	358	40	252	22.3	70.4	0.95
1257	chr3	88081963	88082194	CpG: 23	231	23	157	19.9	68	0.91
1257	chr3	88142154	88142958	CpG: 97	804	97	570	24.1	70.9	0.96
1257	chr3	88177745	88178051	CpG: 32	306	32	192	20.9	62.7	1.07
1257	chr3	88200511	88201287	CpG: 80	776	80	509	20.6	65.6	0.96
1258	chr3	88214461	88215599	CpG: 89	1138	89	749	15.6	65.8	0.72
1258	chr3	88240996	88241413	CpG: 45	417	45	291	21.6	69.8	0.89
1258	chr3	88254449	88254740	CpG: 26	291	26	193	17.9	66.3	0.82
1258	chr3	88296880	88297643	CpG: 51	763	51	431	13.4	56.5	0.85
1258	chr3	88332967	88333238	CpG: 20	271	20	180	14.8	66.4	0.67
1258	chr3	88336030	88336253	CpG: 19	223	19	135	17	60.5	0.93
1259	chr3	88365848	88366065	CpG: 18	217	18	142	16.6	65.4	0.81
1259	chr3	88409831	88410425	CpG: 51	594	51	386	17.2	65	0.82
1260	chr3	88484616	88485123	CpG: 37	507	37	322	14.6	63.5	0.73
1260	chr3	88502655	88503301	CpG: 54	646	54	440	16.7	68.1	0.73
1260	chr3	88531525	88532132	CpG: 48	607	48	387	15.8	63.8	0.78
1260	chr3	88532722	88532934	CpG: 22	212	22	137	20.8	64.6	1
1260	chr3	88536236	88537018	CpG: 67	782	67	500	17.1	63.9	0.84
1260	chr3	88552932	88553220	CpG: 20	288	20	173	13.9	60.1	0.78
1260	chr3	88553384	88553676	CpG: 28	292	28	201	19.2	68.8	0.81
1260	chr3	88554046	88554299	CpG: 22	253	22	177	17.4	70	0.77
1260	chr3	88579602	88579812	CpG: 22	210	22	145	21	69	0.91
1261	chr3	88621020	88621727	CpG: 86	707	86	506	24.3	71.6	0.95
1261	chr3	88643984	88644204	CpG: 21	220	21	159	19.1	72.3	0.73
1261	chr3	88685440	88686597	CpG: 102	1157	102	725	17.6	62.7	0.91
1261	chr3	88716781	88717076	CpG: 22	295	22	198	14.9	67.1	0.7
1262	chr3	88775140	88775461	CpG: 34	321	34	218	21.2	67.9	1
1262	chr3	88835155	88835476	CpG: 33	321	33	217	20.6	67.6	0.98
1263	chr3	88913462	88914088	CpG: 59	626	59	411	18.8	65.7	0.88
1263	chr3	88949895	88951000	CpG: 121	1105	121	677	21.9	61.3	1.17
1264	chr3	89090451	89091592	CpG: 98	1141	98	799	17.2	70	0.71
1264	chr3	89101566	89102191	CpG: 41	625	41	358	13.1	57.3	0.8
1265	chr3	89132363	89132635	CpG: 22	272	22	175	16.2	64.3	0.82
1265	chr3	89159735	89160229	CpG: 48	494	48	331	19.4	67	0.87
1265	chr3	89164637	89165252	CpG: 53	615	53	314	17.2	51.1	1.35
1265	chr3	89168711	89168913	CpG: 19	202	19	120	18.8	59.4	1.08
1265	chr3	89169426	89169681	CpG: 19	255	19	170	14.9	66.7	0.77
1265	chr3	89177413	89177670	CpG: 21	257	21	161	16.3	62.6	0.84
1265	chr3	89187162	89187479	CpG: 23	317	23	219	14.5	69.1	0.63
1265	chr3	89213659	89214537	CpG: 84	878	84	603	19.1	68.7	0.81
1265	chr3	89227366	89227789	CpG: 30	423	30	243	14.2	57.4	0.86
1265	chr3	89246377	89246639	CpG: 25	262	25	167	19.1	63.7	0.94
1266	chr3	89266357	89266652	CpG: 22	295	22	162	14.9	54.9	1.01
